Species,Taxonomy,CO1
Megachile_saulcyi_1955962,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megachilidae_124286,5.0
Megacopta_punctatissima_342402,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Plataspidae_236385,5.0
Pseudoscada_acilla_1908629,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Megastigmus_tsugae_311862,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megastigmidae_64155,5.0
Pseudostegana_nitidifrons_1127303,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Drosophilidae_7214,5.0
Megastigmus_zebrinus_412135,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megastigmidae_64155,5.0
Megasyrphus_erratica_414730,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Megathoposoma_candezei_206892,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Megathymus_streckeri_509311,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Megathymus_yuccae_40099,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Megaxyela_pulchra_1385271,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Xyelidae_48206,5.0
Meimuna_iwasakii_2170268,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Meladema_lanio_191017,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,5.0
Megasemum_asperum_577612,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,5.0
Melampophylax_melampus_1876306,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Limnephilidae_50645,5.0
Melampophylax_mucoreus_1876307,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Limnephilidae_50645,5.0
Melanaphis_donacis_925782,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
Melanargia_evartianae_679092,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Melanargia_ganymedes_679093,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Melanesobasis_corniculata_649427,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Coenagrionidae_70895,5.0
Melangyna_compositarum_1822530,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Pseudoregma_alexanderi_30183,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Hormaphididae_30161,5.0
Pseudorchestes_ermischi_1588586,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Megasoma_elephas_575206,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Megaselia_bifida_1701708,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Phoridae_36164,5.0
Psilogramma_vates_1285185,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Megalophanes_viciella_1870065,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Psychidae_93884,5.0
Megacraspedus_gallicus_2498495,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Psilogramma_lukhtanovi_1108559,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Megacraspedus_kirgizicus_2498502,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Megacraspedus_niphorrhoa_2498466,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Megacraspedus_squalida_2498480,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gelechiidae_32434,5.0
Megalocaria_dilatata_511882,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,5.0
Megalodontes_fabricii_1384917,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megalodontesidae_222799,5.0
Megalodontes_flabellicornis_1384918,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Megalodontesidae_222799,5.0
Megalomyrmex_silvestrii_611838,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,5.0
Psila_fimetaria_1335500,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psilidae_34683,5.0
Megarthrus_prosseni_1553559,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Megalycinia_serraria_1870066,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Meganola_albula_987977,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783,5.0
Meganola_dentata_2013353,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783,5.0
Pseudozarba_orthopetes_1558127,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Meganola_strigula_987978,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nolidae_319783,5.0
Megaphragma_longiciliatum_2945591,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Trichogrammatidae_7489,5.0
Megaporus_solidus_932528,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,5.0
Megapulvinaria_maxima_1661415,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Coccidae_30189,5.0
Pseudothyretes_kamitugensis_1454211,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Psychomyia_chompu_1875940,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Psychomyiidae_177913,5.0
Psychomyia_morisitai_1262629,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Psychomyiidae_177913,5.0
Pterostichus_protractus_484326,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Mallada_krakatauensis_417515,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Neuroptera_7516;Chrysopidae_7520,5.0
Lymanopoda_dietzi_705268,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Lymanopoda_ferruginosa_705272,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Lymantria_minomonis_871307,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Lypoglossa_lateralis_866051,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Pterostichus_aethiops_1553898,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lyprocorrhe_anceps_866083,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Lyriothemis_pachygastra_320887,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Libellulidae_6964,5.0
Lytta_nuttalli_1710639,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Meloidae_34672,5.0
Lytta_vesicatoria_404363,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Meloidae_34672,5.0
Macaduma_strongyla_1374934,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Macalla_zelleri_1666617,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pyralidae_7135,5.0
Maccaffertium_lenati_603966,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,5.0
Maccaffertium_meririvulanum_603969,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Heptageniidae_178295,5.0
Machilis_fuscistylis_1495771,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Archaeognatha_29994;Machilidae_50558,5.0
Machilis_inermis_1495773,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Archaeognatha_29994;Machilidae_50558,5.0
Machimus_occidentalis_468757,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Asilidae_50673,5.0
Macrobathra_leucopeda_1374980,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Cosmopterigidae_173647,5.0
Pteronymia_forsteri_1408236,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pteronymia_alida_1349924,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Pteronymia_aletta_344668,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Macrodascillus_insolitus_1569164,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scirtidae_110010,5.0
Lygus_scudderi_1656621,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Lygus_gemellatus_248459,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Lygocoris_tinctus_881501,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Lycaena_candens_282389,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Lutzia_halifaxii_1245329,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Culicidae_7157,5.0
Lutzomyia_beltrani_2654758,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Lutzomyia_columbiana_186734,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Pterostichus_nivalis_1944120,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lutzomyia_munaypata_252639,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Lutzomyia_pseudolongipalpis_195534,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Lutzomyia_renei_182991,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Lutzomyia_robusta_252641,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Psychodidae_7197,5.0
Pterostichus_microcephalus_360371,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lycaena_margelanica_580910,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Pterostichus_deuvei_1240828,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Pterostichus_luctuosus_484365,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lycia_lapponaria_104488,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Lycomorphodes_strigosa_1239715,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Lygaeus_reclivatus_1291710,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Lygaeidae_7533,5.0
Lygidea_annexa_1656606,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Pterostichus_ganja_1240834,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lygocoris_inconspicuus_881496,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Pterostichus_ecarinatus_484308,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Carabidae_41073,5.0
Lygocoris_rugicollis_1586098,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Macrodascillus_scalaris_1569146,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scirtidae_110010,5.0
Macrodiplosis_pustularis_1420680,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Cecidomyiidae_33406,5.0
Macrodorcas_striatipennis_231734,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lucanidae_41105,5.0
Psylliodes_heydeni_1425605,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Psyllopsis_fraxini_1778830,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Liviidae_1585420,5.0
Macugonalia_moesta_2611692,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,5.0
Psyllobora_renifer_1895316,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,5.0
Psyllobetina_attunga_1876371,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydrobiosidae_177634,5.0
Madope_auferens_1557677,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Erebidae_695564,5.0
Magdalis_armigera_202031,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Magdalis_flavicornis_1588217,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
Magicicada_tredecula_52806,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadidae_7033,5.0
Psylliodes_hispanus_467381,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Malachius_aeneus_1971309,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Melyridae_186093,5.0
Psyttalia_perproxima_566041,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,5.0
Maladera_castanea_1254970,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Maladera_drescheri_1698099,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Maladera_heveli_2945143,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Psylliodes_cupreatus_1425597,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Maladera_karunaratnae_2945366,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Maladera_pseudoexima_2873945,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Maladera_setosa_2945151,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Maladera_thomsoni_383507,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Scarabaeidae_7055,5.0
Psylla_frodobagginsi_2044779,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Psyllidae_30092,5.0
Macrotes_commatica_705234,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Psyttalia_ponerophaga_566043,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,5.0
Macroglossum_pyrrhostictum_2859697,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Pterolocera_leucocera_1376738,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Anthelidae_119272,5.0
Macroglossum_tenebrosa_1087542,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sphingidae_7128,5.0
Pteromicra_angustipennis_1943933,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sciomyzidae_169447,5.0
Macronaemia_episcopalis_1943876,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Coccinellidae_7080,5.0
Pteromalus_pontaniae_1714324,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,5.0
Macronema_argentilineatum_1875664,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydropsychidae_41030,5.0
Macronychus_quadrituberculatus_195222,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Elmidae_186980,5.0
Pteromalus_dolichurus_1714323,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,5.0
Macrophya_flicta_1895127,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,5.0
Pteromalus_achillei_2742686,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Pteromalidae_7423,5.0
Macrophya_postica_1384906,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,5.0
Ptecticus_rogans_2567411,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Stratiomyidae_34687,5.0
Macrophya_punctata_1384907,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,5.0
Macrophya_teutona_1384914,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Tenthredinidae_27532,5.0
Macropsis_notata_1159701,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,5.0
Macrosiphoniella_tapuskae_1656646,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
Macrosiphoniella_yomogifoliae_384385,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
Macrosiphum_funestum_1345135,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
Ptenidium_nitidum_878393,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Ptiliidae_75545,5.0
Macrosiphum_hellebori_384672,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482,5.0
Macrosoma_albida_1110878,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hedylidae_40132,5.0
Prepops_bivittis_881748,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Prepona_praeneste_1306961,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Rasopone_pergandei_2595490,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Formicidae_36668,5.0
Passaloecus_brevilabris_2495164,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Plateumaris_braccata_462184,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Pareronia_hippia_1678307,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Pieridae_7114,5.0
Pareulype_lasithiotica_1870156,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593,5.0
Platambus_sawadai_2838149,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,5.0
Pariaconus_gibbosus_1950158,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Triozidae_38124,5.0
Planococcus_vovae_1027849,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Pseudococcidae_30190,5.0
Parnara_amalia_1375929,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Hesperiidae_40093,5.0
Parnassius_actius_213911,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Parnassius_andreji_213913,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Papilionidae_7143,5.0
Parocyusa_longitarsis_879040,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026,5.0
Planaeschna_tamdaoensis_2815111,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Aeshnidae_50509,5.0
Paropsisterna_decolorata_2037838,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Parornix_conspicuella_1887502,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,5.0
Parornix_szocsi_2567160,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Gracillariidae_98966,5.0
Paroster_gibbi_107921,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515,5.0
Parrhasius_polibetes_709225,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544,5.0
Plagionotus_pulcher_2079369,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,5.0
Partamona_mulata_260187,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Apidae_7458,5.0
Plagiomimicus_navia_2561619,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Noctuidae_7100,5.0
Parydra_aquila_1890618,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ephydridae_48991,5.0
Parydra_pusilla_1751576,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Ephydridae_48991,5.0
Plateumaris_fulvipes_462188,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Plateumaris_pusilla_131705,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Chrysomelidae_27439,5.0
Parathalassius_abela_2079217,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Empididae_92557,5.0
Paranemoura_perfecta_683866,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Plecoptera_50622;Nemouridae_62802,5.0
Paralebeda_lucifuga_1418819,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lasiocampidae_7096,5.0
Paraleptophlebia_adoptiva_551857,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Leptophlebiidae_89829,5.0
Paraleptophlebia_heteronea_551858,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Ephemeroptera_30073;Leptophlebiidae_89829,5.0
Paralobesia_liriodendrana_691593,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Platycheirus_europaeus_1540235,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Platycheirus_discimanus_1459871,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Paralobesia_palliolana_1666649,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Paralobesia_viteana_1887501,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tortricidae_7139,5.0
Paramicrodon_nigripennis_1255214,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Syrphidae_34680,5.0
Paranthrene_fenestrata_2305942,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sesiidae_106496,5.0
Parasa_viridogrisea_705188,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Limacodidae_115353,5.0
Paranthrene_robiniae_2305943,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Sesiidae_106496,5.0
Parapanteles_mariae_1053760,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Braconidae_7402,5.0
Paraphlepsius_fulvidorsum_1657077,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Cicadellidae_30102,5.0
Parapholidoptera_signata_991090,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Orthoptera_6993;Tettigoniidae_62784,5.0
Parapoynx_diminutalis_1511168,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Crambidae_268499,5.0
Platycerus_mandibularis_2678548,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lucanidae_41105,5.0
Platycerus_hiurai_614518,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Lucanidae_41105,5.0
Parapropus_sericeus_1457124,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Leiodidae_66535,5.0
Parasa_minima_705186,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Limacodidae_115353,5.0
Paryphthimoides_sylvina_1866879,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415,5.0
Passaloecus_insignis_1124885,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Crabronidae_253718,5.0
Penicillidia_dufourii_1321409,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Nycteribiidae_81707,5.0
Plagiognathus_morrisoni_881740,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Miridae_30083,5.0
Pedostrangalia_pubescens_1553644,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Cerambycidae_34667,5.0
Pipunculus_horvathi_1692425,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Pipunculidae_43835,5.0
Pegoscapus_kraussi_451330,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,5.0
Pegoscapus_lopesi_150926,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Agaonidae_75187,5.0
Pelecotoma_flavipes_1770663,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Ripiphoridae_50533,5.0
Pelecystola_strigosa_2751932,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Tineidae_41012,5.0
Piophila_megastigmata_1603418,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Piophilidae_28629,5.0
Pelenomus_quadrituberculatus_878426,Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Curculionidae_7042,5.0
